week_start,region,product,customer_segment,survey_responses,csat_score
2026-03-30,West,CRM Cloud,Enterprise,13,78.2
2026-03-30,West,CRM Cloud,Mid-Market,36,77.6
2026-03-30,West,CRM Cloud,SMB,99,77.6
2026-03-30,West,Core ERP,Enterprise,6,81.9
2026-03-30,West,Core ERP,Mid-Market,42,81.3
2026-03-30,West,Core ERP,SMB,78,79.4
2026-04-06,East,Analytics Suite,Enterprise,11,73.0
2026-04-06,East,Analytics Suite,Mid-Market,32,69.5
2026-04-06,East,Analytics Suite,SMB,109,70.5
2026-04-06,East,CRM Cloud,Enterprise,5,80.7
2026-04-06,East,CRM Cloud,Mid-Market,25,79.0
2026-04-06,East,CRM Cloud,SMB,77,75.8
2026-04-06,East,Core ERP,Enterprise,6,82.3
2026-04-06,East,Core ERP,Mid-Market,24,79.9
2026-04-06,East,Core ERP,SMB,78,81.7
2026-04-06,North,Analytics Suite,Enterprise,11,72.9
2026-04-06,North,Analytics Suite,Mid-Market,43,71.2
2026-04-06,North,Analytics Suite,SMB,120,72.1
2026-04-06,North,CRM Cloud,Enterprise,8,78.0
2026-04-06,North,CRM Cloud,Mid-Market,45,76.2
2026-04-06,North,CRM Cloud,SMB,139,75.5
2026-04-06,North,Core ERP,Enterprise,7,82.3
2026-04-06,North,Core ERP,Mid-Market,43,80.3
2026-04-06,North,Core ERP,SMB,155,77.8
2026-04-06,South,Analytics Suite,Enterprise,11,75.4
2026-04-06,South,Analytics Suite,Mid-Market,52,74.6
2026-04-06,South,Analytics Suite,SMB,96,70.2
2026-04-06,South,CRM Cloud,Enterprise,7,79.0
2026-04-06,South,CRM Cloud,Mid-Market,54,76.1
2026-04-06,South,CRM Cloud,SMB,137,77.1
2026-04-06,South,Core ERP,Enterprise,11,81.9
2026-04-06,South,Core ERP,Mid-Market,28,81.0
2026-04-06,South,Core ERP,SMB,135,80.6
2026-04-06,West,Analytics Suite,Enterprise,10,73.6
2026-04-06,West,Analytics Suite,Mid-Market,31,71.8
2026-04-06,West,Analytics Suite,SMB,110,68.4
2026-04-06,West,CRM Cloud,Enterprise,10,77.0
2026-04-06,West,CRM Cloud,Mid-Market,30,79.1
2026-04-06,West,CRM Cloud,SMB,100,75.7
2026-04-06,West,Core ERP,Enterprise,12,79.6
2026-04-06,West,Core ERP,Mid-Market,48,79.7
2026-04-06,West,Core ERP,SMB,105,81.2
2026-04-13,East,Analytics Suite,Enterprise,7,71.9
2026-04-13,East,Analytics Suite,Mid-Market,40,72.1
2026-04-13,East,Analytics Suite,SMB,94,69.6
2026-04-13,East,CRM Cloud,Enterprise,7,76.0
2026-04-13,East,CRM Cloud,Mid-Market,27,79.3
2026-04-13,East,CRM Cloud,SMB,69,76.8
2026-04-13,East,Core ERP,Enterprise,7,80.2
2026-04-13,East,Core ERP,Mid-Market,18,82.9
2026-04-13,East,Core ERP,SMB,93,77.5
2026-04-13,North,Analytics Suite,Enterprise,11,73.6
2026-04-13,North,Analytics Suite,Mid-Market,54,73.4
2026-04-13,North,Analytics Suite,SMB,122,70.3
2026-04-13,North,CRM Cloud,Enterprise,10,78.9
2026-04-13,North,CRM Cloud,Mid-Market,51,78.0
2026-04-13,North,CRM Cloud,SMB,174,78.8
2026-04-13,North,Core ERP,Enterprise,10,81.1
2026-04-13,North,Core ERP,Mid-Market,36,82.0
2026-04-13,North,Core ERP,SMB,92,79.2
2026-04-13,South,Analytics Suite,Enterprise,9,76.6
2026-04-13,South,Analytics Suite,Mid-Market,35,68.6
2026-04-13,South,Analytics Suite,SMB,115,68.5
2026-04-13,South,CRM Cloud,Enterprise,11,77.8
2026-04-13,South,CRM Cloud,Mid-Market,38,75.0
2026-04-13,South,CRM Cloud,SMB,107,77.5
2026-04-13,South,Core ERP,Enterprise,7,81.7
2026-04-13,South,Core ERP,Mid-Market,43,80.3
2026-04-13,South,Core ERP,SMB,81,83.6
2026-04-13,West,Analytics Suite,Enterprise,10,72.6
2026-04-13,West,Analytics Suite,Mid-Market,50,71.4
2026-04-13,West,Analytics Suite,SMB,125,70.6
2026-04-13,West,CRM Cloud,Enterprise,10,76.9
2026-04-13,West,CRM Cloud,Mid-Market,36,78.6
2026-04-13,West,CRM Cloud,SMB,108,74.4
2026-04-13,West,Core ERP,Enterprise,9,82.8
2026-04-13,West,Core ERP,Mid-Market,28,84.2
2026-04-13,West,Core ERP,SMB,90,81.7
2026-04-20,East,Analytics Suite,Enterprise,10,70.6
2026-04-20,East,Analytics Suite,Mid-Market,35,72.7
2026-04-20,East,Analytics Suite,SMB,94,71.8
2026-04-20,East,CRM Cloud,Enterprise,6,79.6
2026-04-20,East,CRM Cloud,Mid-Market,40,78.3
2026-04-20,East,CRM Cloud,SMB,81,74.5
2026-04-20,East,Core ERP,Enterprise,8,80.0
2026-04-20,East,Core ERP,Mid-Market,37,81.1
2026-04-20,East,Core ERP,SMB,78,81.1
2026-04-20,North,Analytics Suite,Enterprise,13,75.2
2026-04-20,North,Analytics Suite,Mid-Market,41,71.0
2026-04-20,North,Analytics Suite,SMB,144,73.4
2026-04-20,North,CRM Cloud,Enterprise,11,76.5
2026-04-20,North,CRM Cloud,Mid-Market,27,78.9
2026-04-20,North,CRM Cloud,SMB,117,76.1
2026-04-20,North,Core ERP,Enterprise,9,85.2
2026-04-20,North,Core ERP,Mid-Market,32,78.3
2026-04-20,North,Core ERP,SMB,143,77.2
2026-04-20,South,Analytics Suite,Enterprise,13,72.4
2026-04-20,South,Analytics Suite,Mid-Market,25,72.9
2026-04-20,South,Analytics Suite,SMB,100,69.1
2026-04-20,South,CRM Cloud,Enterprise,10,78.7
2026-04-20,South,CRM Cloud,Mid-Market,35,75.6
2026-04-20,South,CRM Cloud,SMB,100,74.1
2026-04-20,South,Core ERP,Enterprise,8,83.2
2026-04-20,South,Core ERP,Mid-Market,32,80.8
2026-04-20,South,Core ERP,SMB,112,79.3
2026-04-20,West,Analytics Suite,Enterprise,10,72.6
2026-04-20,West,Analytics Suite,Mid-Market,45,75.0
2026-04-20,West,Analytics Suite,SMB,126,67.3
2026-04-20,West,CRM Cloud,Enterprise,10,77.2
2026-04-20,West,CRM Cloud,Mid-Market,42,77.3
2026-04-20,West,CRM Cloud,SMB,105,76.9
2026-04-20,West,Core ERP,Enterprise,8,85.4
2026-04-20,West,Core ERP,Mid-Market,38,82.4
2026-04-20,West,Core ERP,SMB,120,81.5
2026-04-27,East,Analytics Suite,Enterprise,6,72.9
2026-04-27,East,Analytics Suite,Mid-Market,34,69.4
2026-04-27,East,Analytics Suite,SMB,72,69.9
2026-04-27,East,CRM Cloud,Enterprise,8,76.4
2026-04-27,East,CRM Cloud,Mid-Market,34,75.8
2026-04-27,East,CRM Cloud,SMB,93,73.9
2026-04-27,East,Core ERP,Enterprise,6,81.5
2026-04-27,East,Core ERP,Mid-Market,24,79.6
2026-04-27,East,Core ERP,SMB,101,80.4
2026-04-27,North,Analytics Suite,Enterprise,8,69.5
2026-04-27,North,Analytics Suite,Mid-Market,56,70.0
2026-04-27,North,Analytics Suite,SMB,161,67.7
2026-04-27,North,CRM Cloud,Enterprise,7,77.3
2026-04-27,North,CRM Cloud,Mid-Market,40,77.6
2026-04-27,North,CRM Cloud,SMB,115,74.8
2026-04-27,North,Core ERP,Enterprise,8,81.2
2026-04-27,North,Core ERP,Mid-Market,37,79.7
2026-04-27,North,Core ERP,SMB,109,78.9
2026-04-27,South,Analytics Suite,Enterprise,10,72.1
2026-04-27,South,Analytics Suite,Mid-Market,46,70.1
2026-04-27,South,Analytics Suite,SMB,102,69.7
2026-04-27,South,CRM Cloud,Enterprise,13,77.1
2026-04-27,South,CRM Cloud,Mid-Market,18,75.4
2026-04-27,South,CRM Cloud,SMB,66,75.8
2026-04-27,South,Core ERP,Enterprise,10,80.2
2026-04-27,South,Core ERP,Mid-Market,33,81.0
2026-04-27,South,Core ERP,SMB,109,76.9
2026-04-27,West,Analytics Suite,Enterprise,10,69.8
2026-04-27,West,Analytics Suite,Mid-Market,40,71.3
2026-04-27,West,Analytics Suite,SMB,117,68.7
2026-04-27,West,CRM Cloud,Enterprise,9,79.4
2026-04-27,West,CRM Cloud,Mid-Market,34,76.6
2026-04-27,West,CRM Cloud,SMB,112,75.0
2026-04-27,West,Core ERP,Enterprise,10,78.0
2026-04-27,West,Core ERP,Mid-Market,56,81.1
2026-04-27,West,Core ERP,SMB,101,78.7
2026-05-04,East,Analytics Suite,Enterprise,5,67.7
2026-05-04,East,Analytics Suite,Mid-Market,28,70.0
2026-05-04,East,Analytics Suite,SMB,77,68.0
2026-05-04,East,CRM Cloud,Enterprise,8,69.0
2026-05-04,East,CRM Cloud,Mid-Market,22,66.7
2026-05-04,East,CRM Cloud,SMB,72,65.3
2026-05-04,East,Core ERP,Enterprise,8,82.1
2026-05-04,East,Core ERP,Mid-Market,32,80.9
2026-05-04,East,Core ERP,SMB,71,78.1
2026-05-04,North,Analytics Suite,Enterprise,10,69.2
2026-05-04,North,Analytics Suite,Mid-Market,62,66.5
2026-05-04,North,Analytics Suite,SMB,105,64.2
2026-05-04,North,CRM Cloud,Enterprise,9,69.5
2026-05-04,North,CRM Cloud,Mid-Market,39,66.8
2026-05-04,North,CRM Cloud,SMB,120,64.4
2026-05-04,North,Core ERP,Enterprise,8,84.0
2026-05-04,North,Core ERP,Mid-Market,34,79.8
2026-05-04,North,Core ERP,SMB,149,76.8
2026-05-04,South,Analytics Suite,Enterprise,9,69.8
2026-05-04,South,Analytics Suite,Mid-Market,37,68.4
2026-05-04,South,Analytics Suite,SMB,122,68.1
2026-05-04,South,CRM Cloud,Enterprise,8,70.7
2026-05-04,South,CRM Cloud,Mid-Market,30,67.6
2026-05-04,South,CRM Cloud,SMB,151,68.9
2026-05-04,South,Core ERP,Enterprise,12,78.8
2026-05-04,South,Core ERP,Mid-Market,36,78.1
2026-05-04,South,Core ERP,SMB,134,76.9
2026-05-04,West,Analytics Suite,Enterprise,10,71.6
2026-05-04,West,Analytics Suite,Mid-Market,33,65.8
2026-05-04,West,Analytics Suite,SMB,107,68.4
2026-05-04,West,CRM Cloud,Enterprise,11,69.3
2026-05-04,West,CRM Cloud,Mid-Market,47,69.6
2026-05-04,West,CRM Cloud,SMB,123,66.0
2026-05-04,West,Core ERP,Enterprise,5,79.3
2026-05-04,West,Core ERP,Mid-Market,56,78.5
2026-05-04,West,Core ERP,SMB,103,76.2
2026-05-11,East,Analytics Suite,Enterprise,7,69.8
2026-05-11,East,Analytics Suite,Mid-Market,31,69.1
2026-05-11,East,Analytics Suite,SMB,84,68.2
2026-05-11,East,CRM Cloud,Enterprise,9,66.6
2026-05-11,East,CRM Cloud,Mid-Market,29,70.0
2026-05-11,East,CRM Cloud,SMB,89,70.9
2026-05-11,East,Core ERP,Enterprise,6,80.4
2026-05-11,East,Core ERP,Mid-Market,31,76.1
2026-05-11,East,Core ERP,SMB,102,77.5
2026-05-11,North,Analytics Suite,Enterprise,9,71.0
2026-05-11,North,Analytics Suite,Mid-Market,35,67.9
2026-05-11,North,Analytics Suite,SMB,113,66.9
2026-05-11,North,CRM Cloud,Enterprise,13,69.5
2026-05-11,North,CRM Cloud,Mid-Market,55,65.9
2026-05-11,North,CRM Cloud,SMB,104,63.9
2026-05-11,North,Core ERP,Enterprise,13,75.9
2026-05-11,North,Core ERP,Mid-Market,33,78.5
2026-05-11,North,Core ERP,SMB,75,77.4
2026-05-11,South,Analytics Suite,Enterprise,12,68.6
2026-05-11,South,Analytics Suite,Mid-Market,40,71.1
2026-05-11,South,Analytics Suite,SMB,122,69.0
2026-05-11,South,CRM Cloud,Enterprise,9,68.4
2026-05-11,South,CRM Cloud,Mid-Market,46,68.9
2026-05-11,South,CRM Cloud,SMB,109,68.1
2026-05-11,South,Core ERP,Enterprise,11,81.3
2026-05-11,South,Core ERP,Mid-Market,45,78.5
2026-05-11,South,Core ERP,SMB,119,77.9
2026-05-11,West,Analytics Suite,Enterprise,12,69.9
2026-05-11,West,Analytics Suite,Mid-Market,33,69.3
2026-05-11,West,Analytics Suite,SMB,158,65.0
2026-05-11,West,CRM Cloud,Enterprise,9,69.6
2026-05-11,West,CRM Cloud,Mid-Market,33,69.8
2026-05-11,West,CRM Cloud,SMB,93,67.2
2026-05-11,West,Core ERP,Enterprise,8,80.3
2026-05-11,West,Core ERP,Mid-Market,39,78.2
2026-05-11,West,Core ERP,SMB,121,78.7
2026-05-18,East,Analytics Suite,Enterprise,6,72.3
2026-05-18,East,Analytics Suite,Mid-Market,30,70.4
2026-05-18,East,Analytics Suite,SMB,77,66.2
2026-05-18,East,CRM Cloud,Enterprise,7,69.1
2026-05-18,East,CRM Cloud,Mid-Market,26,68.3
2026-05-18,East,CRM Cloud,SMB,73,66.7
2026-05-18,East,Core ERP,Enterprise,9,77.0
2026-05-18,East,Core ERP,Mid-Market,36,77.7
2026-05-18,East,Core ERP,SMB,100,73.8
2026-05-18,North,Analytics Suite,Enterprise,11,69.7
2026-05-18,North,Analytics Suite,Mid-Market,57,69.0
2026-05-18,North,Analytics Suite,SMB,117,69.0
2026-05-18,North,CRM Cloud,Enterprise,12,69.5
2026-05-18,North,CRM Cloud,Mid-Market,46,68.8
2026-05-18,North,CRM Cloud,SMB,134,67.6
2026-05-18,North,Core ERP,Enterprise,9,80.9
2026-05-18,North,Core ERP,Mid-Market,42,79.3
2026-05-18,North,Core ERP,SMB,86,76.0
2026-05-18,South,Analytics Suite,Enterprise,8,69.1
2026-05-18,South,Analytics Suite,Mid-Market,28,68.8
2026-05-18,South,Analytics Suite,SMB,99,65.9
2026-05-18,South,CRM Cloud,Enterprise,10,65.4
2026-05-18,South,CRM Cloud,Mid-Market,34,69.6
2026-05-18,South,CRM Cloud,SMB,85,65.2
2026-05-18,South,Core ERP,Enterprise,12,80.7
2026-05-18,South,Core ERP,Mid-Market,42,78.4
2026-05-18,South,Core ERP,SMB,143,77.1
2026-05-18,West,Analytics Suite,Enterprise,9,71.2
2026-05-18,West,Analytics Suite,Mid-Market,46,68.9
2026-05-18,West,Analytics Suite,SMB,86,69.8
2026-05-18,West,CRM Cloud,Enterprise,9,71.3
2026-05-18,West,CRM Cloud,Mid-Market,37,71.3
2026-05-18,West,CRM Cloud,SMB,113,68.2
2026-05-18,West,Core ERP,Enterprise,10,80.4
2026-05-18,West,Core ERP,Mid-Market,43,81.4
2026-05-18,West,Core ERP,SMB,91,77.6
2026-05-25,East,Analytics Suite,Enterprise,5,71.4
2026-05-25,East,Analytics Suite,Mid-Market,30,69.2
2026-05-25,East,Analytics Suite,SMB,55,68.2
2026-05-25,East,CRM Cloud,Enterprise,6,67.9
2026-05-25,East,CRM Cloud,Mid-Market,30,68.7
2026-05-25,East,CRM Cloud,SMB,75,66.6
2026-05-25,East,Core ERP,Enterprise,7,80.6
2026-05-25,East,Core ERP,Mid-Market,26,77.6
2026-05-25,East,Core ERP,SMB,80,79.9
2026-05-25,North,Analytics Suite,Enterprise,11,71.4
2026-05-25,North,Analytics Suite,Mid-Market,57,69.5
2026-05-25,North,Analytics Suite,SMB,133,65.6
2026-05-25,North,CRM Cloud,Enterprise,9,69.8
2026-05-25,North,CRM Cloud,Mid-Market,31,69.4
2026-05-25,North,CRM Cloud,SMB,155,68.0
2026-05-25,North,Core ERP,Enterprise,13,78.6
2026-05-25,North,Core ERP,Mid-Market,53,77.3
2026-05-25,North,Core ERP,SMB,149,77.6
2026-05-25,South,Analytics Suite,Enterprise,8,70.9
2026-05-25,South,Analytics Suite,Mid-Market,48,69.8
2026-05-25,South,Analytics Suite,SMB,116,67.2
2026-05-25,South,CRM Cloud,Enterprise,9,68.8
2026-05-25,South,CRM Cloud,Mid-Market,29,67.5
2026-05-25,South,CRM Cloud,SMB,116,66.1
2026-05-25,South,Core ERP,Enterprise,11,81.5
2026-05-25,South,Core ERP,Mid-Market,35,79.0
2026-05-25,South,Core ERP,SMB,113,77.4
2026-05-25,West,Analytics Suite,Enterprise,10,70.8
2026-05-25,West,Analytics Suite,Mid-Market,44,70.9
2026-05-25,West,Analytics Suite,SMB,130,65.4
2026-05-25,West,CRM Cloud,Enterprise,14,73.1
2026-05-25,West,CRM Cloud,Mid-Market,51,67.6
2026-05-25,West,CRM Cloud,SMB,111,67.4
2026-05-25,West,Core ERP,Enterprise,12,81.5
2026-05-25,West,Core ERP,Mid-Market,36,79.6
2026-05-25,West,Core ERP,SMB,115,77.6
2026-06-01,East,Analytics Suite,Enterprise,9,67.5
2026-06-01,East,Analytics Suite,Mid-Market,29,65.5
2026-06-01,East,Analytics Suite,SMB,88,66.5
2026-06-01,East,CRM Cloud,Enterprise,8,68.5
2026-06-01,East,CRM Cloud,Mid-Market,28,65.1
2026-06-01,East,CRM Cloud,SMB,98,65.3
2026-06-01,East,Core ERP,Enterprise,7,76.2
2026-06-01,East,Core ERP,Mid-Market,32,74.2
2026-06-01,East,Core ERP,SMB,68,74.6
2026-06-01,North,Analytics Suite,Enterprise,11,65.2
2026-06-01,North,Analytics Suite,Mid-Market,39,64.9
2026-06-01,North,Analytics Suite,SMB,118,64.6
2026-06-01,North,CRM Cloud,Enterprise,12,68.7
2026-06-01,North,CRM Cloud,Mid-Market,30,62.6
2026-06-01,North,CRM Cloud,SMB,139,67.4
2026-06-01,North,Core ERP,Enterprise,9,76.6
2026-06-01,North,Core ERP,Mid-Market,53,76.8
2026-06-01,North,Core ERP,SMB,155,74.9
2026-06-01,South,Analytics Suite,Enterprise,13,67.7
2026-06-01,South,Analytics Suite,Mid-Market,38,64.7
2026-06-01,South,Analytics Suite,SMB,138,66.1
2026-06-01,South,CRM Cloud,Enterprise,9,66.8
2026-06-01,South,CRM Cloud,Mid-Market,37,65.5
2026-06-01,South,CRM Cloud,SMB,83,64.7
2026-06-01,South,Core ERP,Enterprise,7,79.4
2026-06-01,South,Core ERP,Mid-Market,46,76.3
2026-06-01,South,Core ERP,SMB,102,72.7
2026-06-01,West,Analytics Suite,Enterprise,10,64.8
2026-06-01,West,Analytics Suite,Mid-Market,41,65.1
2026-06-01,West,Analytics Suite,SMB,110,63.3
2026-06-01,West,CRM Cloud,Enterprise,10,67.0
2026-06-01,West,CRM Cloud,Mid-Market,24,62.2
2026-06-01,West,CRM Cloud,SMB,102,64.9
2026-06-01,West,Core ERP,Enterprise,9,78.4
2026-06-01,West,Core ERP,Mid-Market,55,76.1
2026-06-01,West,Core ERP,SMB,129,74.1
2026-06-08,East,Analytics Suite,Enterprise,7,67.3
2026-06-08,East,Analytics Suite,Mid-Market,24,67.5
2026-06-08,East,Analytics Suite,SMB,98,61.6
2026-06-08,East,CRM Cloud,Enterprise,6,69.2
2026-06-08,East,CRM Cloud,Mid-Market,29,66.3
2026-06-08,East,CRM Cloud,SMB,85,62.6
2026-06-08,East,Core ERP,Enterprise,6,74.6
2026-06-08,East,Core ERP,Mid-Market,29,77.8
2026-06-08,East,Core ERP,SMB,90,74.0
2026-06-08,North,Analytics Suite,Enterprise,9,67.7
2026-06-08,North,Analytics Suite,Mid-Market,55,67.4
2026-06-08,North,Analytics Suite,SMB,139,64.7
2026-06-08,North,CRM Cloud,Enterprise,9,63.6
2026-06-08,North,CRM Cloud,Mid-Market,40,64.6
2026-06-08,North,CRM Cloud,SMB,132,65.3
2026-06-08,North,Core ERP,Enterprise,12,75.3
2026-06-08,North,Core ERP,Mid-Market,55,79.0
2026-06-08,North,Core ERP,SMB,153,78.5
2026-06-08,South,Analytics Suite,Enterprise,10,69.8
2026-06-08,South,Analytics Suite,Mid-Market,47,68.8
2026-06-08,South,Analytics Suite,SMB,105,64.3
2026-06-08,South,CRM Cloud,Enterprise,12,65.1
2026-06-08,South,CRM Cloud,Mid-Market,29,63.1
2026-06-08,South,CRM Cloud,SMB,112,66.5
2026-06-08,South,Core ERP,Enterprise,11,75.8
2026-06-08,South,Core ERP,Mid-Market,33,76.1
2026-06-08,South,Core ERP,SMB,77,75.1
2026-06-08,West,Analytics Suite,Enterprise,9,67.8
2026-06-08,West,Analytics Suite,Mid-Market,37,65.6
2026-06-08,West,Analytics Suite,SMB,81,66.2
2026-06-08,West,CRM Cloud,Enterprise,9,67.5
2026-06-08,West,CRM Cloud,Mid-Market,30,67.2
2026-06-08,West,CRM Cloud,SMB,115,63.4
2026-06-08,West,Core ERP,Enterprise,11,75.8
2026-06-08,West,Core ERP,Mid-Market,46,76.7
2026-06-08,West,Core ERP,SMB,110,75.8
2026-06-15,East,Analytics Suite,Enterprise,10,68.1
2026-06-15,East,Analytics Suite,Mid-Market,32,63.8
2026-06-15,East,Analytics Suite,SMB,80,64.6
2026-06-15,East,CRM Cloud,Enterprise,5,67.2
2026-06-15,East,CRM Cloud,Mid-Market,29,65.3
2026-06-15,East,CRM Cloud,SMB,87,66.4
2026-06-15,East,Core ERP,Enterprise,9,80.1
2026-06-15,East,Core ERP,Mid-Market,22,74.9
2026-06-15,East,Core ERP,SMB,82,75.4
2026-06-15,North,Analytics Suite,Enterprise,12,67.3
2026-06-15,North,Analytics Suite,Mid-Market,51,67.2
2026-06-15,North,Analytics Suite,SMB,116,65.9
2026-06-15,North,CRM Cloud,Enterprise,10,68.7
2026-06-15,North,CRM Cloud,Mid-Market,30,65.4
2026-06-15,North,CRM Cloud,SMB,124,66.5
2026-06-15,North,Core ERP,Enterprise,13,76.3
2026-06-15,North,Core ERP,Mid-Market,52,77.5
2026-06-15,North,Core ERP,SMB,135,74.0
2026-06-15,South,Analytics Suite,Enterprise,12,68.9
2026-06-15,South,Analytics Suite,Mid-Market,41,65.5
2026-06-15,South,Analytics Suite,SMB,119,66.7
2026-06-15,South,CRM Cloud,Enterprise,11,68.1
2026-06-15,South,CRM Cloud,Mid-Market,49,67.3
2026-06-15,South,CRM Cloud,SMB,89,64.6
2026-06-15,South,Core ERP,Enterprise,8,78.1
2026-06-15,South,Core ERP,Mid-Market,51,75.5
2026-06-15,South,Core ERP,SMB,91,74.8
2026-06-15,West,Analytics Suite,Enterprise,7,67.1
2026-06-15,West,Analytics Suite,Mid-Market,38,67.3
2026-06-15,West,Analytics Suite,SMB,102,66.3
2026-06-15,West,CRM Cloud,Enterprise,8,65.3
2026-06-15,West,CRM Cloud,Mid-Market,35,67.5
2026-06-15,West,CRM Cloud,SMB,69,64.8
2026-06-15,West,Core ERP,Enterprise,10,76.3
2026-06-15,West,Core ERP,Mid-Market,35,75.5
2026-06-15,West,Core ERP,SMB,136,77.6
2026-06-22,East,Analytics Suite,Enterprise,6,67.0
2026-06-22,East,Analytics Suite,Mid-Market,30,67.1
2026-06-22,East,Analytics Suite,SMB,109,64.1
2026-06-22,East,CRM Cloud,Enterprise,7,66.7
2026-06-22,East,CRM Cloud,Mid-Market,23,67.5
2026-06-22,East,CRM Cloud,SMB,102,66.0
2026-06-22,East,Core ERP,Enterprise,6,77.6
2026-06-22,East,Core ERP,Mid-Market,33,76.9
2026-06-22,East,Core ERP,SMB,82,77.0
2026-06-22,North,Analytics Suite,Enterprise,8,68.9
2026-06-22,North,Analytics Suite,Mid-Market,52,64.5
2026-06-22,North,Analytics Suite,SMB,81,63.8
2026-06-22,North,CRM Cloud,Enterprise,13,67.0
2026-06-22,North,CRM Cloud,Mid-Market,46,66.7
2026-06-22,North,CRM Cloud,SMB,128,63.1
2026-06-22,North,Core ERP,Enterprise,13,74.8
2026-06-22,North,Core ERP,Mid-Market,56,73.9
2026-06-22,North,Core ERP,SMB,128,73.1
2026-06-22,South,Analytics Suite,Enterprise,9,65.5
2026-06-22,South,Analytics Suite,Mid-Market,44,66.1
2026-06-22,South,Analytics Suite,SMB,108,62.9
2026-06-22,South,CRM Cloud,Enterprise,10,68.1
2026-06-22,South,CRM Cloud,Mid-Market,43,64.2
2026-06-22,South,CRM Cloud,SMB,100,64.6
2026-06-22,South,Core ERP,Enterprise,13,79.0
2026-06-22,South,Core ERP,Mid-Market,51,77.3
2026-06-22,South,Core ERP,SMB,101,76.0
2026-06-22,West,Analytics Suite,Enterprise,14,65.7
2026-06-22,West,Analytics Suite,Mid-Market,27,63.1
2026-06-22,West,Analytics Suite,SMB,140,66.1
2026-06-22,West,CRM Cloud,Enterprise,9,66.6
2026-06-22,West,CRM Cloud,Mid-Market,42,66.5
2026-06-22,West,CRM Cloud,SMB,102,63.0
2026-06-22,West,Core ERP,Enterprise,8,78.4
2026-06-22,West,Core ERP,Mid-Market,36,78.6
2026-06-22,West,Core ERP,SMB,126,74.1
2026-06-29,East,Analytics Suite,Enterprise,2,69.9
2026-06-29,East,Analytics Suite,Mid-Market,11,66.5
2026-06-29,East,Analytics Suite,SMB,23,64.3
2026-06-29,East,CRM Cloud,Enterprise,1,70.3
2026-06-29,East,CRM Cloud,Mid-Market,12,66.0
2026-06-29,East,CRM Cloud,SMB,29,61.1
2026-06-29,East,Core ERP,Enterprise,2,77.4
2026-06-29,East,Core ERP,Mid-Market,8,77.4
2026-06-29,East,Core ERP,SMB,19,75.2
2026-06-29,North,Analytics Suite,Enterprise,3,67.3
2026-06-29,North,Analytics Suite,Mid-Market,13,66.0
2026-06-29,North,Analytics Suite,SMB,43,64.3
2026-06-29,North,CRM Cloud,Enterprise,4,66.4
2026-06-29,North,CRM Cloud,Mid-Market,14,65.2
2026-06-29,North,CRM Cloud,SMB,60,66.8
2026-06-29,North,Core ERP,Enterprise,3,77.2
2026-06-29,North,Core ERP,Mid-Market,17,74.4
2026-06-29,North,Core ERP,SMB,40,76.5
2026-06-29,South,Analytics Suite,Enterprise,3,69.3
2026-06-29,South,Analytics Suite,Mid-Market,9,67.0
2026-06-29,South,Analytics Suite,SMB,42,64.0
2026-06-29,South,CRM Cloud,Enterprise,4,70.6
2026-06-29,South,CRM Cloud,Mid-Market,15,67.8
2026-06-29,South,CRM Cloud,SMB,31,63.9
2026-06-29,South,Core ERP,Enterprise,3,80.7
2026-06-29,South,Core ERP,Mid-Market,9,78.7
2026-06-29,South,Core ERP,SMB,28,76.3
2026-06-29,West,Analytics Suite,Enterprise,3,69.0
2026-06-29,West,Analytics Suite,Mid-Market,15,67.0
2026-06-29,West,Analytics Suite,SMB,32,66.9
2026-06-29,West,CRM Cloud,Enterprise,3,69.3
2026-06-29,West,CRM Cloud,Mid-Market,13,67.6
2026-06-29,West,CRM Cloud,SMB,29,64.1
2026-06-29,West,Core ERP,Enterprise,3,77.4
2026-06-29,West,Core ERP,Mid-Market,10,76.9
2026-06-29,West,Core ERP,SMB,45,76.5
