date,region,product,customer_segment,agent_team,ai_assisted,contacts,resolved_contacts,first_contact_resolutions,repeat_contacts,total_handling_seconds
2026-01-30,North,Analytics Suite,Mid-Market,Alpha,False,15,15,10,4,11559
2026-01-30,North,Analytics Suite,Mid-Market,Beta,False,26,26,19,6,20023
2026-01-30,North,Analytics Suite,Mid-Market,Gamma,False,26,26,18,3,20300
2026-01-30,North,Analytics Suite,SMB,Alpha,False,61,60,34,12,46007
2026-01-30,North,Analytics Suite,SMB,Beta,False,51,51,35,16,36554
2026-01-30,North,Analytics Suite,SMB,Gamma,False,88,85,56,15,70104
2026-01-30,South,Core ERP,Enterprise,Alpha,False,9,9,8,0,4625
2026-01-30,South,Core ERP,Enterprise,Beta,False,3,3,1,0,1355
2026-01-30,South,Core ERP,Enterprise,Gamma,False,7,7,7,0,3124
2026-01-30,South,Core ERP,Mid-Market,Alpha,False,16,15,12,3,5795
2026-01-30,South,Core ERP,Mid-Market,Beta,False,24,24,14,1,9671
2026-01-30,South,Core ERP,Mid-Market,Gamma,False,12,12,7,1,5507
2026-01-30,South,Core ERP,SMB,Alpha,False,58,57,42,7,24918
2026-01-30,South,Core ERP,SMB,Beta,False,67,64,45,10,24528
2026-01-30,South,Core ERP,SMB,Gamma,False,61,59,49,5,27586
2026-01-30,South,CRM Cloud,Enterprise,Alpha,False,8,8,4,0,4954
2026-01-30,South,CRM Cloud,Enterprise,Beta,False,5,5,3,0,2728
2026-01-30,South,CRM Cloud,Enterprise,Gamma,False,3,3,2,1,1869
2026-01-30,South,CRM Cloud,Mid-Market,Alpha,False,25,24,18,6,14272
2026-01-30,South,CRM Cloud,Mid-Market,Beta,False,27,26,17,7,15240
2026-01-30,South,CRM Cloud,Mid-Market,Gamma,False,17,17,14,2,10545
2026-01-30,South,CRM Cloud,SMB,Alpha,False,45,45,35,6,25059
2026-01-30,South,CRM Cloud,SMB,Beta,False,49,46,36,6,28052
2026-01-30,South,CRM Cloud,SMB,Gamma,False,39,38,30,11,24514
2026-01-30,South,Analytics Suite,Enterprise,Alpha,False,3,3,2,0,2353
2026-01-30,South,Analytics Suite,Enterprise,Beta,False,4,4,4,0,3058
2026-01-30,South,Analytics Suite,Enterprise,Gamma,False,8,8,5,1,7010
2026-01-30,South,Analytics Suite,Mid-Market,Alpha,False,14,14,11,2,10701
2026-01-30,South,Analytics Suite,Mid-Market,Beta,False,27,26,16,5,19456
2026-01-30,South,Analytics Suite,Mid-Market,Gamma,False,23,23,15,4,20182
2026-01-30,South,Analytics Suite,SMB,Alpha,False,37,37,20,8,29788
2026-01-30,South,Analytics Suite,SMB,Beta,False,49,49,28,12,37289
2026-01-30,South,Analytics Suite,SMB,Gamma,False,67,67,41,15,53404
2026-01-30,East,Core ERP,Enterprise,Alpha,False,4,4,4,0,1893
2026-01-30,East,Core ERP,Enterprise,Beta,False,3,3,2,0,1359
2026-01-30,East,Core ERP,Enterprise,Gamma,False,1,1,1,0,450
2026-01-30,East,Core ERP,Mid-Market,Alpha,False,13,13,11,2,6021
2026-01-30,East,Core ERP,Mid-Market,Beta,False,14,14,11,2,6270
2026-01-30,East,Core ERP,Mid-Market,Gamma,False,19,18,14,1,7879
2026-01-30,East,Core ERP,SMB,Alpha,False,43,40,30,8,17150
2026-01-30,East,Core ERP,SMB,Beta,False,35,35,23,4,14523
2026-01-30,East,Core ERP,SMB,Gamma,False,57,57,44,13,29207
2026-01-30,East,CRM Cloud,Enterprise,Alpha,False,3,3,2,0,1969
2026-01-30,East,CRM Cloud,Enterprise,Beta,False,5,5,2,0,2811
2026-01-30,East,CRM Cloud,Enterprise,Gamma,False,6,6,4,2,4052
2026-01-30,East,CRM Cloud,Mid-Market,Alpha,False,11,11,8,2,6728
2026-01-30,East,CRM Cloud,Mid-Market,Beta,False,15,15,9,2,8193
2026-01-30,East,CRM Cloud,Mid-Market,Gamma,False,22,21,14,3,13230
2026-01-30,East,CRM Cloud,SMB,Alpha,False,31,31,13,4,17108
2026-01-30,East,CRM Cloud,SMB,Beta,False,34,34,24,5,20058
2026-01-30,East,CRM Cloud,SMB,Gamma,False,51,49,34,10,31551
2026-01-30,East,Analytics Suite,Enterprise,Alpha,False,2,2,1,0,1440
2026-01-30,East,Analytics Suite,Enterprise,Beta,False,4,4,3,1,2901
2026-01-30,East,Analytics Suite,Enterprise,Gamma,False,1,1,0,0,788
2026-01-30,East,Analytics Suite,Mid-Market,Alpha,False,15,15,7,5,12120
2026-01-30,East,Analytics Suite,Mid-Market,Beta,False,11,10,4,1,6912
2026-01-30,East,Analytics Suite,Mid-Market,Gamma,False,20,19,11,6,15789
2026-01-30,East,Analytics Suite,SMB,Alpha,False,41,39,25,12,29914
2026-01-30,East,Analytics Suite,SMB,Beta,False,42,41,24,5,31661
2026-01-30,East,Analytics Suite,SMB,Gamma,False,51,50,29,12,43633
2026-01-30,West,Core ERP,Enterprise,Alpha,False,4,4,3,0,1943
2026-01-30,West,Core ERP,Enterprise,Beta,False,4,4,4,0,1526
2026-01-30,West,Core ERP,Enterprise,Gamma,False,6,6,4,1,2609
2026-01-30,West,Core ERP,Mid-Market,Alpha,False,27,27,22,1,12688
2026-01-30,West,Core ERP,Mid-Market,Beta,False,20,20,14,2,8148
2026-01-30,West,Core ERP,Mid-Market,Gamma,False,14,14,10,2,7229
2026-01-30,West,Core ERP,SMB,Alpha,False,70,69,53,10,27427
2026-01-30,West,Core ERP,SMB,Beta,False,70,66,51,4,24498
2026-01-30,West,Core ERP,SMB,Gamma,False,39,36,28,2,17461
2026-01-30,West,CRM Cloud,Enterprise,Alpha,False,4,4,3,1,2505
2026-01-30,West,CRM Cloud,Enterprise,Beta,False,6,6,3,2,3598
2026-01-30,West,CRM Cloud,Enterprise,Gamma,False,2,2,0,0,1343
2026-01-30,West,CRM Cloud,Mid-Market,Alpha,False,19,19,12,4,11028
2026-01-30,West,CRM Cloud,Mid-Market,Beta,False,29,27,20,6,15944
2026-01-30,West,CRM Cloud,Mid-Market,Gamma,False,26,25,14,2,16245
2026-01-30,West,CRM Cloud,SMB,Alpha,False,63,62,44,10,35241
2026-01-30,West,CRM Cloud,SMB,Beta,False,51,49,32,11,28046
2026-01-30,West,CRM Cloud,SMB,Gamma,False,67,65,51,12,42780
2026-01-30,West,Analytics Suite,Enterprise,Alpha,False,7,7,5,3,5294
2026-01-30,West,Analytics Suite,Enterprise,Beta,False,7,7,4,1,5041
2026-01-30,West,Analytics Suite,Enterprise,Gamma,False,5,5,3,1,4160
2026-01-30,West,Analytics Suite,Mid-Market,Alpha,False,14,14,7,3,10270
2026-01-30,West,Analytics Suite,Mid-Market,Beta,False,26,25,20,5,18767
2026-01-30,West,Analytics Suite,Mid-Market,Gamma,False,19,18,9,5,14719
2026-01-30,West,Analytics Suite,SMB,Alpha,False,57,57,32,13,45326
2026-01-30,West,Analytics Suite,SMB,Beta,False,54,53,30,14,38739
2026-01-30,West,Analytics Suite,SMB,Gamma,False,53,51,35,9,44148
2026-01-31,North,Core ERP,Enterprise,Alpha,False,1,1,1,0,421
2026-01-31,North,Core ERP,Enterprise,Beta,False,3,3,2,0,1470
2026-01-31,North,Core ERP,Enterprise,Gamma,False,1,1,1,0,487
2026-01-31,North,Core ERP,Mid-Market,Alpha,False,5,5,3,0,2150
2026-01-31,North,Core ERP,Mid-Market,Beta,False,8,8,7,2,3321
2026-01-31,North,Core ERP,Mid-Market,Gamma,False,6,6,5,1,2559
2026-01-31,North,Core ERP,SMB,Alpha,False,26,24,17,1,10665
2026-01-31,North,Core ERP,SMB,Beta,False,27,27,23,4,12562
2026-01-31,North,Core ERP,SMB,Gamma,False,19,19,12,1,8784
2026-01-31,North,CRM Cloud,Enterprise,Alpha,False,3,3,2,0,1703
2026-01-31,North,CRM Cloud,Enterprise,Beta,False,1,1,1,0,544
2026-01-31,North,CRM Cloud,Enterprise,Gamma,False,1,1,0,0,601
2026-01-31,North,CRM Cloud,Mid-Market,Alpha,False,6,6,3,2,4089
2026-01-31,North,CRM Cloud,Mid-Market,Beta,False,4,4,4,0,2229
2026-01-31,North,CRM Cloud,Mid-Market,Gamma,False,6,6,4,0,3780
2026-01-31,North,CRM Cloud,SMB,Alpha,False,19,19,15,1,11689
2026-01-31,North,CRM Cloud,SMB,Beta,False,14,14,10,4,8237
2026-01-31,North,CRM Cloud,SMB,Gamma,False,14,14,7,1,8668
2026-01-31,North,Analytics Suite,Enterprise,Alpha,False,3,3,1,0,2371
2026-01-31,North,Analytics Suite,Enterprise,Beta,False,1,1,1,1,787
2026-01-31,North,Analytics Suite,Enterprise,Gamma,False,2,1,1,0,798
2026-01-31,North,Analytics Suite,Mid-Market,Alpha,False,8,8,4,1,5808
2026-01-31,North,Analytics Suite,Mid-Market,Beta,False,9,9,8,1,6632
2026-01-31,North,Analytics Suite,Mid-Market,Gamma,False,4,4,3,0,3171
2026-01-31,North,Analytics Suite,SMB,Alpha,False,23,23,15,7,19148
2026-01-31,North,Analytics Suite,SMB,Beta,False,19,19,14,3,13375
2026-01-31,North,Analytics Suite,SMB,Gamma,False,18,18,10,3,14763
2026-01-31,South,Core ERP,Enterprise,Alpha,False,1,1,1,0,482
2026-01-31,South,Core ERP,Enterprise,Beta,False,1,1,1,0,426
2026-01-31,South,Core ERP,Enterprise,Gamma,False,1,1,1,0,497
2026-01-31,South,Core ERP,Mid-Market,Alpha,False,3,3,3,1,1342
2026-01-31,South,Core ERP,Mid-Market,Beta,False,5,5,2,1,2428
2026-01-31,South,Core ERP,Mid-Market,Gamma,False,8,8,8,1,3770
2026-01-31,South,Core ERP,SMB,Alpha,False,23,23,16,2,11533
2026-01-31,South,Core ERP,SMB,Beta,False,11,10,10,1,4240
2026-01-31,South,Core ERP,SMB,Gamma,False,19,19,14,3,8406
2026-01-31,South,CRM Cloud,Enterprise,Alpha,False,1,1,1,0,610
2026-01-31,South,CRM Cloud,Enterprise,Beta,False,1,1,0,0,531
2026-01-31,South,CRM Cloud,Enterprise,Gamma,False,3,3,3,0,1782
2026-01-31,South,CRM Cloud,Mid-Market,Alpha,False,5,5,4,0,2952
2026-01-31,South,CRM Cloud,Mid-Market,Beta,False,7,7,3,1,3819
2026-01-31,South,CRM Cloud,Mid-Market,Gamma,False,4,4,3,0,2417
2026-01-31,South,CRM Cloud,SMB,Alpha,False,10,10,8,4,6521
2026-01-31,South,CRM Cloud,SMB,Beta,False,10,10,10,3,5403
2026-01-31,South,CRM Cloud,SMB,Gamma,False,20,20,15,4,12151
2026-01-31,South,Analytics Suite,Enterprise,Alpha,False,1,1,1,1,754
2026-01-31,South,Analytics Suite,Enterprise,Beta,False,2,2,2,1,1415
2026-01-31,South,Analytics Suite,Enterprise,Gamma,False,1,1,1,0,782
2026-01-31,South,Analytics Suite,Mid-Market,Alpha,False,6,6,5,2,4385
2026-01-31,South,Analytics Suite,Mid-Market,Beta,False,2,2,2,2,1474
2026-01-31,South,Analytics Suite,Mid-Market,Gamma,False,6,6,3,3,4604
2026-01-31,South,Analytics Suite,SMB,Alpha,False,15,14,8,3,10969
2026-01-31,South,Analytics Suite,SMB,Beta,False,13,13,9,3,9244
2026-01-31,South,Analytics Suite,SMB,Gamma,False,17,15,7,7,12834
2026-01-31,East,Core ERP,Enterprise,Alpha,False,3,3,2,0,1367
2026-01-31,East,Core ERP,Enterprise,Beta,False,1,1,1,0,427
2026-01-31,East,Core ERP,Enterprise,Gamma,False,2,2,2,0,887
2026-01-31,East,Core ERP,Mid-Market,Alpha,False,5,4,4,0,1773
2026-01-31,East,Core ERP,Mid-Market,Beta,False,5,5,5,3,2272
2026-01-31,East,Core ERP,Mid-Market,Gamma,False,4,4,2,0,2044
2026-01-31,East,Core ERP,SMB,Alpha,False,15,14,14,3,6032
2026-01-31,East,Core ERP,SMB,Beta,False,12,12,10,1,4946
2026-01-31,East,Core ERP,SMB,Gamma,False,10,9,7,1,4002
2026-01-31,East,CRM Cloud,Enterprise,Alpha,False,1,1,1,1,548
2026-01-31,East,CRM Cloud,Enterprise,Beta,False,2,2,1,0,1212
2026-01-31,East,CRM Cloud,Enterprise,Gamma,False,2,2,1,0,1239
2026-01-31,East,CRM Cloud,Mid-Market,Alpha,False,3,3,1,1,1847
2026-01-31,East,CRM Cloud,Mid-Market,Beta,False,2,2,2,0,1197
2026-01-31,East,CRM Cloud,Mid-Market,Gamma,False,3,3,3,1,2022
2026-01-31,East,CRM Cloud,SMB,Alpha,False,16,16,9,4,8918
2026-01-31,East,CRM Cloud,SMB,Beta,False,13,13,6,2,7407
2026-01-31,East,CRM Cloud,SMB,Gamma,False,18,18,12,1,11548
2026-01-31,East,Analytics Suite,Enterprise,Alpha,False,1,1,1,0,792
2026-01-31,East,Analytics Suite,Enterprise,Beta,False,1,1,1,1,705
2026-01-31,East,Analytics Suite,Enterprise,Gamma,False,1,1,0,0,799
2026-01-31,East,Analytics Suite,Mid-Market,Alpha,False,5,5,2,1,3873
2026-01-31,East,Analytics Suite,Mid-Market,Beta,False,4,4,1,1,2913
2026-01-31,East,Analytics Suite,Mid-Market,Gamma,False,4,4,2,1,3030
2026-01-31,East,Analytics Suite,SMB,Alpha,False,14,14,4,3,11416
2026-01-31,East,Analytics Suite,SMB,Beta,False,13,11,9,2,8475
2026-01-31,East,Analytics Suite,SMB,Gamma,False,14,14,5,7,12099
2026-01-31,West,Core ERP,Enterprise,Alpha,False,1,1,1,0,437
2026-01-31,West,Core ERP,Enterprise,Beta,False,1,1,0,0,390
2026-01-31,West,Core ERP,Enterprise,Gamma,False,2,2,2,1,872
2026-01-31,West,Core ERP,Mid-Market,Alpha,False,7,7,3,1,2876
2026-01-31,West,Core ERP,Mid-Market,Beta,False,7,7,4,2,2914
2026-01-31,West,Core ERP,Mid-Market,Gamma,False,8,7,5,1,3243
2026-01-31,West,Core ERP,SMB,Alpha,False,13,13,10,2,6223
2026-01-31,West,Core ERP,SMB,Beta,False,13,13,11,2,6251
2026-01-31,West,Core ERP,SMB,Gamma,False,15,15,10,1,7132
2026-01-31,West,CRM Cloud,Enterprise,Alpha,False,2,2,0,1,1183
2026-01-31,West,CRM Cloud,Enterprise,Beta,False,1,1,1,0,562
2026-01-31,West,CRM Cloud,Enterprise,Gamma,False,1,1,1,0,648
2026-01-31,West,CRM Cloud,Mid-Market,Alpha,False,9,9,7,1,5268
2026-01-31,West,CRM Cloud,Mid-Market,Beta,False,4,4,2,1,2447
2026-01-31,West,CRM Cloud,Mid-Market,Gamma,False,7,7,6,3,4596
2026-01-31,West,CRM Cloud,SMB,Alpha,False,18,18,15,3,11764
2026-01-31,West,CRM Cloud,SMB,Beta,False,11,10,7,2,5698
2026-01-31,West,CRM Cloud,SMB,Gamma,False,11,11,8,0,7050
2026-01-31,West,Analytics Suite,Enterprise,Alpha,False,1,1,0,0,830
2026-01-31,West,Analytics Suite,Enterprise,Beta,False,1,1,1,1,750
2026-01-31,West,Analytics Suite,Enterprise,Gamma,False,1,1,1,0,816
2026-01-31,West,Analytics Suite,Mid-Market,Alpha,False,6,6,4,0,4537
2026-01-31,West,Analytics Suite,Mid-Market,Beta,False,7,6,4,4,4461
2026-01-31,West,Analytics Suite,Mid-Market,Gamma,False,2,2,0,1,1604
2026-01-31,West,Analytics Suite,SMB,Alpha,False,21,21,15,5,18062
2026-01-31,West,Analytics Suite,SMB,Beta,False,9,7,4,3,5150
2026-01-31,West,Analytics Suite,SMB,Gamma,False,12,11,8,1,8769
2026-02-01,North,Core ERP,Enterprise,Alpha,False,1,1,0,0,415
2026-02-01,North,Core ERP,Enterprise,Beta,False,4,4,4,0,1526
2026-02-01,North,Core ERP,Enterprise,Gamma,False,1,1,1,0,517
2026-02-01,North,Core ERP,Mid-Market,Alpha,False,10,10,10,3,4556
2026-02-01,North,Core ERP,Mid-Market,Beta,False,9,9,5,2,4070
2026-02-01,North,Core ERP,Mid-Market,Gamma,False,5,5,4,0,2300
2026-02-01,North,Core ERP,SMB,Alpha,False,13,13,10,2,6400
2026-02-01,North,Core ERP,SMB,Beta,False,23,22,19,1,8872
2026-02-01,North,Core ERP,SMB,Gamma,False,13,13,12,1,6462
2026-02-01,North,CRM Cloud,Enterprise,Alpha,False,2,2,2,0,1086
2026-02-01,North,CRM Cloud,Enterprise,Beta,False,1,1,1,1,585
2026-02-01,North,CRM Cloud,Enterprise,Gamma,False,3,3,2,0,1909
2026-02-01,North,CRM Cloud,Mid-Market,Alpha,False,5,5,2,1,3023
2026-02-01,North,CRM Cloud,Mid-Market,Beta,False,8,8,6,2,4556
2026-02-01,North,CRM Cloud,Mid-Market,Gamma,False,3,3,2,1,1943
2026-02-01,North,CRM Cloud,SMB,Alpha,False,22,22,12,3,13061
2026-02-01,North,CRM Cloud,SMB,Beta,False,21,21,18,2,12334
2026-02-01,North,CRM Cloud,SMB,Gamma,False,18,16,10,1,10573
2026-02-01,North,Analytics Suite,Enterprise,Alpha,False,1,1,0,0,781
2026-02-01,North,Analytics Suite,Enterprise,Beta,False,4,4,3,1,3252
2026-02-01,North,Analytics Suite,Enterprise,Gamma,False,1,1,1,1,817
2026-02-01,North,Analytics Suite,Mid-Market,Alpha,False,1,1,0,0,765
2026-02-01,North,Analytics Suite,Mid-Market,Beta,False,6,6,4,3,4454
2026-02-01,North,Analytics Suite,Mid-Market,Gamma,False,6,6,4,1,4674
2026-02-01,North,Analytics Suite,SMB,Alpha,False,22,21,12,3,16280
2026-02-01,North,Analytics Suite,SMB,Beta,False,22,22,14,4,16833
2026-02-01,North,Analytics Suite,SMB,Gamma,False,11,10,8,7,8306
2026-02-01,South,Core ERP,Enterprise,Alpha,False,1,1,0,0,502
2026-02-01,South,Core ERP,Enterprise,Beta,False,3,3,3,0,1310
2026-02-01,South,Core ERP,Enterprise,Gamma,False,3,3,2,0,1477
2026-02-01,South,Core ERP,Mid-Market,Alpha,False,5,5,4,1,2154
2026-02-01,South,Core ERP,Mid-Market,Beta,False,8,8,8,0,3574
2026-02-01,South,Core ERP,Mid-Market,Gamma,False,4,4,4,0,2133
2026-02-01,South,Core ERP,SMB,Alpha,False,20,20,17,1,7938
2026-02-01,South,Core ERP,SMB,Beta,False,20,19,13,3,8348
2026-02-01,South,Core ERP,SMB,Gamma,False,23,23,16,6,10444
2026-02-01,South,CRM Cloud,Enterprise,Alpha,False,1,1,0,0,583
2026-02-01,South,CRM Cloud,Enterprise,Beta,False,1,1,0,0,539
2026-02-01,South,CRM Cloud,Enterprise,Gamma,False,1,1,1,0,663
2026-02-01,South,CRM Cloud,Mid-Market,Alpha,False,1,1,0,0,637
2026-02-01,South,CRM Cloud,Mid-Market,Beta,False,3,3,2,0,1615
2026-02-01,South,CRM Cloud,Mid-Market,Gamma,False,9,9,8,0,5516
2026-02-01,South,CRM Cloud,SMB,Alpha,False,16,16,13,0,10049
2026-02-01,South,CRM Cloud,SMB,Beta,False,14,14,8,2,8439
2026-02-01,South,CRM Cloud,SMB,Gamma,False,21,21,11,2,13540
2026-02-01,South,Analytics Suite,Enterprise,Alpha,False,2,2,2,1,1461
2026-02-01,South,Analytics Suite,Enterprise,Beta,False,1,1,0,0,686
2026-02-01,South,Analytics Suite,Enterprise,Gamma,False,3,3,1,1,2475
2026-02-01,South,Analytics Suite,Mid-Market,Alpha,False,3,2,2,0,1422
2026-02-01,South,Analytics Suite,Mid-Market,Beta,False,5,5,4,0,3505
2026-02-01,South,Analytics Suite,Mid-Market,Gamma,False,9,8,4,2,6813
2026-02-01,South,Analytics Suite,SMB,Alpha,False,21,21,14,4,15168
2026-02-01,South,Analytics Suite,SMB,Beta,False,19,19,12,6,15187
2026-02-01,South,Analytics Suite,SMB,Gamma,False,13,13,8,4,10790
2026-02-01,East,Core ERP,Enterprise,Alpha,False,1,1,1,0,462
2026-02-01,East,Core ERP,Enterprise,Beta,False,1,1,1,0,381
2026-02-01,East,Core ERP,Enterprise,Gamma,False,2,2,0,1,922
2026-02-01,East,Core ERP,Mid-Market,Alpha,False,1,1,0,0,450
2026-02-01,East,Core ERP,Mid-Market,Beta,False,3,3,3,0,1247
2026-02-01,East,Core ERP,Mid-Market,Gamma,False,6,6,4,0,3032
2026-02-01,East,Core ERP,SMB,Alpha,False,10,10,7,1,4681
2026-02-01,East,Core ERP,SMB,Beta,False,15,15,12,1,5748
2026-02-01,East,Core ERP,SMB,Gamma,False,14,14,11,1,6724
2026-02-01,East,CRM Cloud,Enterprise,Alpha,False,2,2,2,0,1346
2026-02-01,East,CRM Cloud,Enterprise,Beta,False,2,2,2,1,1072
2026-02-01,East,CRM Cloud,Enterprise,Gamma,False,2,1,1,0,666
2026-02-01,East,CRM Cloud,Mid-Market,Alpha,False,5,5,4,1,2884
2026-02-01,East,CRM Cloud,Mid-Market,Beta,False,6,6,4,1,3518
2026-02-01,East,CRM Cloud,Mid-Market,Gamma,False,2,2,2,1,1298
2026-02-01,East,CRM Cloud,SMB,Alpha,False,15,15,7,3,8000
2026-02-01,East,CRM Cloud,SMB,Beta,False,6,6,4,1,3451
2026-02-01,East,CRM Cloud,SMB,Gamma,False,10,10,7,1,6050
2026-02-01,East,Analytics Suite,Enterprise,Alpha,False,2,2,2,0,1509
2026-02-01,East,Analytics Suite,Enterprise,Beta,False,2,2,0,0,1365
2026-02-01,East,Analytics Suite,Enterprise,Gamma,False,2,2,1,1,1611
2026-02-01,East,Analytics Suite,Mid-Market,Alpha,False,4,4,3,1,3191
2026-02-01,East,Analytics Suite,Mid-Market,Beta,False,5,5,5,2,3450
2026-02-01,East,Analytics Suite,Mid-Market,Gamma,False,5,5,4,1,4366
2026-02-01,East,Analytics Suite,SMB,Alpha,False,12,12,7,1,9051
2026-02-01,East,Analytics Suite,SMB,Beta,False,13,13,8,3,10033
2026-02-01,East,Analytics Suite,SMB,Gamma,False,7,7,4,1,5743
2026-02-01,West,Core ERP,Enterprise,Alpha,False,1,1,1,0,443
2026-02-01,West,Core ERP,Enterprise,Beta,False,1,1,1,1,427
2026-02-01,West,Core ERP,Enterprise,Gamma,False,2,2,1,0,1029
2026-02-01,West,Core ERP,Mid-Market,Alpha,False,5,5,4,2,2168
2026-02-01,West,Core ERP,Mid-Market,Beta,False,4,4,4,0,1803
2026-02-01,West,Core ERP,Mid-Market,Gamma,False,5,5,5,0,2585
2026-02-01,West,Core ERP,SMB,Alpha,False,13,13,13,1,5796
2026-02-01,West,Core ERP,SMB,Beta,False,18,18,11,1,8227
2026-02-01,West,Core ERP,SMB,Gamma,False,16,15,11,1,7498
2026-02-01,West,CRM Cloud,Enterprise,Alpha,False,2,2,2,0,1289
2026-02-01,West,CRM Cloud,Enterprise,Beta,False,1,1,1,0,596
2026-02-01,West,CRM Cloud,Enterprise,Gamma,False,3,3,2,0,1820
2026-02-01,West,CRM Cloud,Mid-Market,Alpha,False,2,2,1,1,1232
2026-02-01,West,CRM Cloud,Mid-Market,Beta,False,7,7,5,2,3808
2026-02-01,West,CRM Cloud,Mid-Market,Gamma,False,6,6,6,0,3945
2026-02-01,West,CRM Cloud,SMB,Alpha,False,13,13,8,3,7085
2026-02-01,West,CRM Cloud,SMB,Beta,False,17,15,14,2,8237
2026-02-01,West,CRM Cloud,SMB,Gamma,False,13,13,11,2,7699
2026-02-01,West,Analytics Suite,Enterprise,Alpha,False,1,1,0,0,772
2026-02-01,West,Analytics Suite,Enterprise,Beta,False,2,2,2,1,1536
2026-02-01,West,Analytics Suite,Enterprise,Gamma,False,1,1,0,0,794
2026-02-01,West,Analytics Suite,Mid-Market,Alpha,False,4,4,4,1,2986
2026-02-01,West,Analytics Suite,Mid-Market,Beta,False,8,8,4,0,5777
2026-02-01,West,Analytics Suite,Mid-Market,Gamma,False,5,5,2,1,4136
2026-02-01,West,Analytics Suite,SMB,Alpha,False,15,15,8,1,11239
2026-02-01,West,Analytics Suite,SMB,Beta,False,17,17,11,4,12706
2026-02-01,West,Analytics Suite,SMB,Gamma,False,21,21,10,5,16964
2026-02-02,North,Core ERP,Enterprise,Alpha,False,8,8,7,1,3564
2026-02-02,North,Core ERP,Enterprise,Beta,False,5,5,3,1,2096
2026-02-02,North,Core ERP,Enterprise,Gamma,False,7,7,4,0,3579
2026-02-02,North,Core ERP,Mid-Market,Alpha,False,24,23,16,1,9585
2026-02-02,North,Core ERP,Mid-Market,Beta,False,27,27,23,3,11179
2026-02-02,North,Core ERP,Mid-Market,Gamma,False,19,19,14,3,9278
2026-02-02,North,Core ERP,SMB,Alpha,False,79,77,62,12,33099
2026-02-02,North,Core ERP,SMB,Beta,False,68,64,50,6,27036
2026-02-02,North,Core ERP,SMB,Gamma,False,74,73,57,6,35277
2026-02-02,North,CRM Cloud,Enterprise,Alpha,False,2,2,1,0,1320
2026-02-02,North,CRM Cloud,Enterprise,Beta,False,6,6,3,0,3154
2026-02-02,North,CRM Cloud,Enterprise,Gamma,False,5,3,3,1,1930
2026-02-02,North,CRM Cloud,Mid-Market,Alpha,False,30,30,22,5,18453
2026-02-02,North,CRM Cloud,Mid-Market,Beta,False,22,21,10,5,11775
2026-02-02,North,CRM Cloud,Mid-Market,Gamma,False,33,31,22,2,18922
2026-02-02,North,CRM Cloud,SMB,Alpha,False,73,69,53,13,42625
2026-02-02,North,CRM Cloud,SMB,Beta,False,64,64,40,6,40183
2026-02-02,North,CRM Cloud,SMB,Gamma,False,46,45,35,6,29342
2026-02-02,North,Analytics Suite,Enterprise,Alpha,False,10,10,7,3,7821
2026-02-02,North,Analytics Suite,Enterprise,Beta,False,6,6,4,1,4793
2026-02-02,North,Analytics Suite,Enterprise,Gamma,False,8,8,4,2,6402
2026-02-02,North,Analytics Suite,Mid-Market,Alpha,False,30,29,14,5,23985
2026-02-02,North,Analytics Suite,Mid-Market,Beta,False,15,15,8,5,12245
2026-02-02,North,Analytics Suite,Mid-Market,Gamma,False,25,24,15,9,19574
2026-02-02,North,Analytics Suite,SMB,Alpha,False,85,83,55,24,63028
2026-02-02,North,Analytics Suite,SMB,Beta,False,71,69,46,17,50907
2026-02-02,North,Analytics Suite,SMB,Gamma,False,71,70,49,19,54742
2026-02-02,South,Core ERP,Enterprise,Alpha,False,2,2,2,1,965
2026-02-02,South,Core ERP,Enterprise,Beta,False,9,9,6,1,3839
2026-02-02,South,Core ERP,Enterprise,Gamma,False,3,3,3,1,1299
2026-02-02,South,Core ERP,Mid-Market,Alpha,False,22,22,14,0,10111
2026-02-02,South,Core ERP,Mid-Market,Beta,False,23,23,16,4,9779
2026-02-02,South,Core ERP,Mid-Market,Gamma,False,27,26,20,3,12734
2026-02-02,South,Core ERP,SMB,Alpha,False,64,60,53,4,22684
2026-02-02,South,Core ERP,SMB,Beta,False,47,47,29,5,20978
2026-02-02,South,Core ERP,SMB,Gamma,False,60,60,48,8,28815
2026-02-02,South,CRM Cloud,Enterprise,Alpha,False,9,9,6,1,5836
2026-02-02,South,CRM Cloud,Enterprise,Beta,False,4,4,4,1,2427
2026-02-02,South,CRM Cloud,Enterprise,Gamma,False,5,5,3,1,3289
2026-02-02,South,CRM Cloud,Mid-Market,Alpha,False,18,18,10,3,10837
2026-02-02,South,CRM Cloud,Mid-Market,Beta,False,22,22,16,5,12091
2026-02-02,South,CRM Cloud,Mid-Market,Gamma,False,21,21,13,7,12116
2026-02-02,South,CRM Cloud,SMB,Alpha,False,44,42,34,9,27308
2026-02-02,South,CRM Cloud,SMB,Beta,False,44,44,33,9,23625
2026-02-02,South,CRM Cloud,SMB,Gamma,False,44,44,30,10,28278
2026-02-02,South,Analytics Suite,Enterprise,Alpha,False,4,4,3,1,3156
2026-02-02,South,Analytics Suite,Enterprise,Beta,False,6,6,3,1,4162
2026-02-02,South,Analytics Suite,Enterprise,Gamma,False,4,4,1,0,3294
2026-02-02,South,Analytics Suite,Mid-Market,Alpha,False,13,13,8,3,10152
